29.1413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.14;29.14
29.3714;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;29.26;29.26
29.1328;0;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;29.22;29.22
29.3969;100;53;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;29.26;29.26
29.3543;0;86;48;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;29.28;29.28
29.3884;100;44;87;51;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;29.30;29.30
29.8144;100;100;92;94;72;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;29.37;29.37
30.0019;100;100;100;94;96;76;80;80;80;80;80;80;80;80;80;80;80;80;80;80;29.45;29.45
29.8485;0;55;80;81;77;82;68;72;72;72;72;72;72;72;72;72;72;72;72;72;29.49;29.49
30.0360;100;55;71;84;84;81;85;72;75;75;75;75;75;75;75;75;75;75;75;75;29.55;29.55
30.5472;100;100;82;85;90;90;87;89;79;81;81;81;81;81;81;81;81;81;81;81;29.64;29.64
30.2490;0;63;70;61;66;74;75;73;77;69;72;72;72;72;72;72;72;72;72;72;29.69;29.69
29.9508;0;0;46;54;48;54;64;64;63;67;61;64;64;64;64;64;64;64;64;64;29.71;29.71
30.3172;100;55;38;60;64;59;63;69;70;68;71;66;68;68;68;68;68;68;68;68;29.75;29.75
30.1212;0;65;43;32;53;57;53;57;64;64;63;67;62;64;64;64;64;64;64;64;29.78;29.78
29.7718;0;0;40;30;24;43;48;45;49;56;57;56;60;56;58;58;58;58;58;58;29.78;29.78
29.4395;0;0;0;29;24;20;37;42;40;43;51;51;51;54;51;54;54;54;54;54;29.76;29.76
29.5503;100;25;14;11;35;29;24;40;44;42;46;52;53;52;56;52;55;55;55;55;29.75;29.75
29.8570;100;100;56;38;32;47;40;35;47;50;48;51;56;57;56;59;56;58;58;58;29.75;29.75
29.9678;100;100;100;61;44;38;50;43;38;49;52;49;52;58;58;57;60;57;59;59;29.76;29.76
29.8315;0;45;75;79;53;39;34;47;41;36;47;50;47;50;56;56;55;58;55;57;29.77;29.77
29.9763;100;52;65;80;83;59;45;40;51;44;39;49;52;50;52;57;57;57;59;56;29.78;29.78
30.0445;100;100;61;70;82;84;61;48;42;52;46;41;50;53;51;53;58;58;58;60;29.79;29.79
29.9849;0;53;78;52;62;76;79;58;46;41;51;45;40;49;52;50;52;57;57;57;29.80;29.80
30.2320;100;81;84;89;70;74;82;83;65;53;48;56;50;45;53;55;53;55;59;60;29.81;29.81
30.0701;0;60;53;59;68;56;61;71;73;59;49;44;52;47;43;50;53;51;53;57;29.82;29.82
